TimeSinceStartup,Lhand_xPos,Lhand_yPos,Lhand_zPos,Lhand_wQuat,Lhand_xQuat,Lhand_yQuat,Lhand_zQuat,Lhandxrot,Lhandyrot,Lhandzrot,Rhand_xPos,Rhand_yPos,Rhand_zPos,Rhand_wQuat,Rhand_xQuat,Rhand_yQuat,Rhand_zQuat,Rhandxrot,Rhandyrot,Rhandzrot,HMD_xPos,HMD_yPos,HMD_zPos,HMD_wQuat,HMD_xQuat,HMD_yQuat,HMD_zQuat,HMDxrot,HMDyrot,HMDzrot
9.60291,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.245239,0.9077907,-2.194635,-0.6674806,-0.03029259,0.7437963,-0.01786751,3.842787,263.7686,358.7819
9.703056,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.244907,0.9077125,-2.194574,-0.6670809,-0.02961863,0.744238,-0.01535261,3.575747,263.6992,358.6448
9.81375,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.244641,0.9078133,-2.193218,-0.6684613,-0.03045988,0.743054,-0.01012375,3.1969,263.8991,358.1787
9.923609,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.244106,0.9094409,-2.192509,-0.6688533,-0.02941845,0.7427918,-0.005509691,2.724774,263.9539,357.9154
10.03437,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.242485,0.909367,-2.1907,-0.670148,-0.03082198,0.7415763,-0.004056236,2.712628,264.1523,357.6891
10.13445,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.240748,0.90815,-2.189772,-0.6705244,-0.03248129,0.7411585,-0.005122261,2.932062,264.2105,357.6312
10.23457,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.239612,0.9094991,-2.190743,-0.6682996,-0.02731854,0.7433522,-0.007550279,2.736282,263.8715,358.2489
10.34566,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.238835,0.9110777,-2.19148,-0.6662043,-0.0253415,0.7453371,-0.001480848,2.061529,263.5456,357.9469
10.44622,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.237968,0.9114261,-2.192362,-0.6646299,-0.02626435,0.7467102,0.001077728,1.908453,263.3043,357.6686
10.54788,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.236094,0.912927,-2.195538,-0.6601094,-0.02433451,0.7507631,0.004286181,1.472151,262.6161,357.5807
