TimeSinceStartup,Lhand_xPos,Lhand_yPos,Lhand_zPos,Lhand_wQuat,Lhand_xQuat,Lhand_yQuat,Lhand_zQuat,Rhand_xPos,Rhand_yPos,Rhand_zPos,Rhand_wQuat,Rhand_xQuat,Rhand_yQuat,Rhand_zQuat,HMD_xPos,HMD_yPos,HMD_zPos,HMD_wQuat,HMD_xQuat,HMD_yQuat,HMD_zQuat
0,-0.25,1,-2.4,1,0,0,0,0.25,1,-2.4,1,0,0,0,-0.5147929,1.146566,-1.759395,0.9703423,-0.1901611,0.06291269,0.1353384
0.0836462,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.5081571,1.131102,-1.75417,0.9840829,-0.1190542,0.05764811,0.1186742
0.1946457,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.5061617,1.130088,-1.755763,0.9850595,-0.06315143,0.08747413,0.134231
0.3056007,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.5081083,1.116311,-1.755468,0.9894655,0.02914994,0.08380039,0.1143935
0.417124,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.5039261,1.1039,-1.764507,0.9956702,0.05058767,0.05799395,0.05213938
0.5277784,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.4956983,1.106515,-1.777694,0.9938397,0.05704652,0.07905301,0.05271658
0.6280625,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.4915977,1.106848,-1.787638,0.9910505,0.06818739,0.1010226,0.05444086
0.7316785,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.4949462,1.109278,-1.794484,0.9922338,0.05530016,0.1037632,0.04058735
0.8427418,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.498571,1.114504,-1.796952,0.9918817,0.04106304,0.1105326,0.04761337
0.9428024,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.5039577,1.120996,-1.800259,0.9953488,0.01770286,0.08743612,0.03636388
1.053701,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.5084379,1.123246,-1.80201,0.9968932,0.01984713,0.06156239,0.04494722
1.153787,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.5084106,1.126735,-1.807253,0.9978496,0.005536581,0.05143126,0.04025311
1.254272,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.4995693,1.137224,-1.817702,0.9920979,-0.02737291,0.1055965,0.06198242
1.364799,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.4751105,1.149618,-1.838012,0.9656946,-0.06649987,0.2378124,0.08035529
1.475625,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.4455026,1.156909,-1.869493,0.9032005,-0.08377117,0.410691,0.09243464
1.575775,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.4241251,1.157367,-1.901368,0.8392578,-0.07236575,0.5306621,0.09384743
1.676002,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.4085431,1.154564,-1.927592,0.8002546,-0.05397139,0.5925542,0.07456072
1.786691,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.398279,1.149603,-1.943843,0.7951285,-0.03928306,0.6035128,0.04471947
1.897806,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.3914902,1.148531,-1.958405,0.7875006,-0.04455547,0.613754,0.03411246
1.997969,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.3878843,1.149403,-1.971064,0.7749311,-0.05988945,0.6286523,0.02629359
2.108907,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.3892726,1.152531,-1.980908,0.762993,-0.0762681,0.6413042,0.02745741
2.219942,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.3934531,1.152948,-1.98416,0.7632838,-0.08676256,0.6395884,0.02822976
