TimeSinceStartup,Lhand_xPos,Lhand_yPos,Lhand_zPos,Lhand_wQuat,Lhand_xQuat,Lhand_yQuat,Lhand_zQuat,Lhandxrot,Lhandyrot,Lhandzrot,Rhand_xPos,Rhand_yPos,Rhand_zPos,Rhand_wQuat,Rhand_xQuat,Rhand_yQuat,Rhand_zQuat,Rhandxrot,Rhandyrot,Rhandzrot,HMD_xPos,HMD_yPos,HMD_zPos,HMD_wQuat,HMD_xQuat,HMD_yQuat,HMD_zQuat,HMDxrot,HMDyrot,HMDzrot,vrtracker_xPos,vrtracker_yPos,vrtracker_zPos,vrtracker_wQuat,vrtracker_xQuat,vrtracker_yQuat,vrtracker_zQuat,vrtracker_xrot,vrtracker_yrot,vrtracker_zrot,rtracker_xPos,rtracker_yPos,rtracker_zPos,rtracker_wQuat,rtracker_xQuat,rtracker_yQuat,rtracker_zQuat,rtracker_xrot,rtracker_yrot,rtracker_zrot
38.34788,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,2.008566,1.29469,-2.031411,0.1680376,0.02257256,0.9839045,0.05644355,354.0602,160.4267,3.653931,1.992449,1.398918,-1.987428,-0.6651195,0.7340077,0.1034829,0.09022281,275.6867,183.0131,161.2222,1.361308,0.8794101,-2.56133,0.4479336,0.03898117,0.887321,-0.1024572,12.51803,126.2837,358.6729
38.37019,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,2.009473,1.296342,-2.030274,0.1688258,0.02294668,0.983737,0.05685823,354.0236,160.3302,3.70945,1.99188,1.40002,-1.98533,-0.6654782,0.7334716,0.1033319,0.09209204,275.5864,181.4342,162.6611,1.361406,0.8793434,-2.56127,0.4478468,0.03885462,0.8873911,-0.1022771,12.49306,126.2963,358.6706
38.39252,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,2.007042,1.296581,-2.027153,0.1699863,0.02240365,0.9834561,0.05845477,353.8369,160.1885,3.687278,1.991152,1.400851,-1.982914,-0.6647376,0.7339475,0.103912,0.09299116,275.6797,180.9537,163.0197,1.361341,0.8792821,-2.561317,0.4478127,0.03903197,0.8873979,-0.1023,12.5047,126.302,358.6883
38.41446,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,2.007146,1.29758,-2.024392,0.1701491,0.02102876,0.9834082,0.05929223,353.7158,160.1729,3.549379,1.9903,1.401555,-1.980485,-0.6667686,0.7319514,0.1059639,0.09186083,275.4058,184.1583,159.7415,1.361266,0.8793113,-2.561299,0.4477697,0.03929318,0.8874066,-0.1023125,12.51963,126.3097,358.7153
38.42599,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,2.006913,1.297874,-2.023107,0.1704732,0.02070725,0.9833304,0.05976227,353.6575,160.1342,3.524546,1.989747,1.401021,-1.979088,-0.6651652,0.7334011,0.1066722,0.09109959,275.6735,184.8068,159.0955,1.361408,0.8792076,-2.56133,0.447871,0.03919883,0.8873517,-0.102382,12.52172,126.2947,358.7003
38.44781,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,2.006228,1.298572,-2.020333,0.170965,0.02086303,0.9832202,0.06011407,353.6226,160.0738,3.552561,1.988575,1.401442,-1.976907,-0.6216479,0.7703485,0.1167071,0.08060165,282.4234,185.58,158.2847,1.361304,0.8792424,-2.56126,0.4478912,0.03894655,0.8873399,-0.1024918,12.51984,126.2885,358.668
38.47007,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,2.00031,1.298878,-2.018634,0.1722945,0.02011278,0.9830323,0.05964557,353.6653,159.9258,3.466527,1.986275,1.403125,-1.974435,-0.6082565,0.7792524,0.1368856,0.06365789,285.1164,194.9584,148.593,1.361331,0.8792126,-2.561284,0.447914,0.0389278,0.8873199,-0.1025726,12.52713,126.2843,358.6614
38.49246,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.998241,1.299031,-2.016472,0.1739613,0.0191615,0.982711,0.06041131,353.5655,159.7325,3.385335,1.982975,1.403085,-1.972044,-0.593978,0.7817966,0.1854738,0.03979427,289.3518,208.4995,132.9024,1.361309,0.8793001,-2.56143,0.4478249,0.03903006,0.8873641,-0.1025402,12.52927,126.2972,358.675
38.51437,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.99756,1.298956,-2.013916,0.1775815,0.01801902,0.9820924,0.06028904,353.5683,159.3169,3.277095,1.981159,1.402773,-1.969115,-0.5709503,0.7973641,0.1909624,0.04194825,292.0995,203.6908,136.989,1.36123,0.8792592,-2.561413,0.4478102,0.03920472,0.8873709,-0.1024785,12.53204,126.3015,358.6967
38.53655,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.996493,1.298227,-2.011118,0.1827903,0.01873095,0.9811617,0.0596533,353.6725,158.7068,3.378008,1.981707,1.402407,-1.967853,-0.582633,0.7853415,0.2055763,0.0389344,291.3868,209.2888,130.4432,1.361334,0.8792316,-2.561444,0.4477371,0.03924043,0.8873875,-0.1026408,12.55068,126.3092,358.6927
