TimeSinceStartup,Lhand_xPos,Lhand_yPos,Lhand_zPos,Lhand_wQuat,Lhand_xQuat,Lhand_yQuat,Lhand_zQuat,Rhand_xPos,Rhand_yPos,Rhand_zPos,Rhand_wQuat,Rhand_xQuat,Rhand_yQuat,Rhand_zQuat,HMD_xPos,HMD_yPos,HMD_zPos,HMD_wQuat,HMD_xQuat,HMD_yQuat,HMD_zQuat
0,-0.25,1,-2.4,1,0,0,0,0.25,1,-2.4,1,0,0,0,-0.3480743,0.8716536,-1.677069,0.9952856,-0.09622028,0.01210075,0.001407113
0.0885382,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.3481597,0.8709427,-1.676918,0.9954036,-0.09505457,0.01166861,0.0004198777
0.1896156,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.3482518,0.8713863,-1.677254,0.995312,-0.09602717,0.01151539,0.0004875336
0.3004941,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.3489904,0.8712729,-1.6774,0.9953222,-0.09614162,0.009482867,0.0007933755
0.401028,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.3488145,0.8708563,-1.677428,0.9953645,-0.09564366,0.01008484,0.000365561
0.5116773,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.3485087,0.8704668,-1.677473,0.9954121,-0.0950759,0.01073621,-0.0002566166
0.6226356,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.3486567,0.8704504,-1.677487,0.9954312,-0.09483732,0.01104041,-0.0009255612
0.7249539,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.348929,0.8699446,-1.67766,0.9955283,-0.09389869,0.01028506,-0.0007813553
0.8265365,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.3487403,0.8695692,-1.677873,0.9955952,-0.09317068,0.01045093,-0.0005488069
0.9376577,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.3481925,0.869203,-1.677946,0.9955943,-0.09308643,0.01124793,-0.0007110782
1.038166,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.3481098,0.8692242,-1.677811,0.9956422,-0.09257608,0.01123529,-0.0003163024
1.149002,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.3480474,0.8693745,-1.677576,0.9955952,-0.09298618,0.01198485,-0.0004170287
1.25981,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.3474227,0.8690339,-1.677483,0.9956947,-0.09176816,0.0130694,-7.571047E-05
1.371029,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.347348,0.8686121,-1.677214,0.9957811,-0.09079193,0.0133005,0.0002475839
1.481979,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.3478072,0.869132,-1.676801,0.9956993,-0.09178946,0.01255448,-4.549987E-05
1.593582,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.3483891,0.8687686,-1.676624,0.9958488,-0.09035362,0.0109942,0.0007977602
1.703996,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.3482516,0.8681697,-1.676576,0.9959512,-0.08909603,0.01195406,0.000356544
1.815181,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.3480765,0.8676633,-1.676369,0.9960724,-0.08767194,0.0123837,0.000415772
1.926231,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.3479481,0.8678274,-1.676461,0.996038,-0.08801338,0.01272127,0.0003783894
2.037472,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.3476454,0.8682616,-1.676598,0.9959288,-0.08923729,0.01275328,5.363852E-05
2.148296,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.3472627,0.8676044,-1.676889,0.9960505,-0.08780828,0.01315593,-0.0002807013
2.259524,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.3470292,0.8666079,-1.677022,0.9962061,-0.08601061,0.01318672,-0.00129842
2.370601,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.3465919,0.8665643,-1.677119,0.996197,-0.08596212,0.01411887,-0.00164218
2.481419,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.3465014,0.8668306,-1.677128,0.9961668,-0.08633563,0.0140365,-0.0009698605
2.58156,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.346572,0.8667448,-1.677004,0.9961757,-0.08620615,0.01419107,-0.001040413
2.681656,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.3464628,0.8667387,-1.677097,0.996195,-0.08597407,0.01424117,-0.001092919
2.792513,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.346311,0.8667513,-1.677167,0.9961283,-0.08662054,0.01499048,-0.0008072584
2.903491,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.3463813,0.8663273,-1.677006,0.9962105,-0.08564026,0.0151555,-0.0008170533
3.003862,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.3460088,0.8662369,-1.67697,0.9961495,-0.0858541,0.01770158,-0.001377756
