TimeSinceStartup,Lhand_xPos,Lhand_yPos,Lhand_zPos,Lhand_wQuat,Lhand_xQuat,Lhand_yQuat,Lhand_zQuat,Rhand_xPos,Rhand_yPos,Rhand_zPos,Rhand_wQuat,Rhand_xQuat,Rhand_yQuat,Rhand_zQuat,HMD_xPos,HMD_yPos,HMD_zPos,HMD_wQuat,HMD_xQuat,HMD_yQuat,HMD_zQuat
0,-0.25,1,-2.4,1,0,0,0,0.25,1,-2.4,1,0,0,0,0.3435181,1.374984,-2.312909,0.9595203,-0.2783435,0.04271355,-0.004614087
0.4152325,0,0,-2.4,1,0,0,0,-0.009463787,1.348716,-2.220713,0.5434649,-0.6371901,-0.5200946,-0.1677387,0.3314155,1.373465,-2.308052,0.9627182,-0.2701328,-0.003672966,-0.01372698
0.9214011,0,0,-2.4,1,0,0,0,-0.007958889,1.349332,-2.219309,0.5450675,-0.636776,-0.5183823,-0.1694034,0.3378332,1.374517,-2.311236,0.960938,-0.2759913,0.01833174,-0.009536284
1.431915,0,0,-2.4,1,0,0,0,-0.006579638,1.349695,-2.220013,0.5441502,-0.6383091,-0.5173239,-0.169818,0.3442043,1.369564,-2.305783,0.9670869,-0.246369,0.06113512,0.01754471
1.937111,0,0,-2.4,1,0,0,0,-0.009354353,1.348534,-2.22227,0.5417411,-0.6376998,-0.5211359,-0.1681455,0.3272023,1.367286,-2.300749,0.9718488,-0.2353913,-0.002688361,0.009677997
2.447836,0,0,-2.4,1,0,0,0,-0.008595943,1.348937,-2.221486,0.5429248,-0.6376628,-0.5199353,-0.168185,0.3269436,1.369373,-2.302982,0.9689125,-0.2467501,-0.01694881,-0.005984934
2.958428,0,0,-2.4,1,0,0,0,-0.009802461,1.348914,-2.217967,0.547334,-0.634262,-0.5191695,-0.1691161,0.3243259,1.368367,-2.299193,0.9696198,-0.2442875,-0.01191701,-0.004362642
3.46938,0,0,-2.4,1,0,0,0,0.1664512,1.341155,-2.017923,0.7899421,-0.5096141,-0.1539648,-0.3042693,0.3433661,1.347988,-2.281707,0.9869862,-0.1555196,0.03744448,-0.01643123
3.980662,0,0,-2.4,1,0,0,0,0.2099173,1.343137,-2.02067,0.7849538,-0.5783991,-0.1241986,-0.1840565,0.2957122,1.312111,-2.296597,0.9840604,0.1412858,-0.1020885,-0.03523414
4.491095,0,0,-2.4,1,0,0,0,0.1981335,1.331331,-1.997879,0.7536386,-0.5681664,-0.1789787,-0.2778172,0.2924652,1.311408,-2.307577,0.9840884,0.1263343,-0.1249183,0.002285369
5.001942,0,0,-2.4,1,0,0,0,0.05910444,1.351725,-2.046761,0.7777445,-0.5616015,-0.2618551,-0.1055892,0.3171835,1.363032,-2.285881,0.9618298,-0.2733399,-0.01076525,-0.007275216
5.512835,0,0,-2.4,1,0,0,0,-0.02121568,1.348496,-2.12294,0.693888,-0.5747343,-0.4218909,-0.1010347,0.3214008,1.380769,-2.325833,0.9516784,-0.3058254,0.0279065,-0.0005752195
6.013165,0,0,-2.4,1,0,0,0,-0.02981186,1.343954,-2.181688,0.6143795,-0.6399894,-0.4601222,-0.03519779,0.3258082,1.383245,-2.330216,0.9467552,-0.3213881,0.01712261,-0.008432044
6.523616,0,0,-2.4,1,0,0,0,-0.03770769,1.307375,-2.26378,-0.4357196,0.6841879,0.5835139,-0.03932952,0.3486452,1.383157,-2.339888,0.9357865,-0.328634,0.1276734,-0.001668421
7.034278,0,0,-2.4,1,0,0,0,-0.04420865,1.305649,-2.26075,-0.4389509,0.6748044,0.5920489,-0.0379383,0.3409034,1.381933,-2.334932,0.9433008,-0.3193948,0.09022819,-0.005423048
